scenario,contract,seller,buyer,period,quantity_mwh,price_eur_mwh
No revision,W_IND,W_C,IND,30,0.113234523,100.0
No revision,W_IND,W_C,IND,31,0.23411062065,100.0
No revision,W_IND,W_C,IND,32,0.23411062065,100.0
No revision,W_IND,W_C,IND,33,0.63633628395,100.0
No revision,W_IND,W_C,IND,34,0.63633628395,100.0
No revision,W_IND,W_C,IND,35,0.7773584174999999,100.0
No revision,W_IND,W_C,IND,36,0.7773584174999999,100.0
No revision,W_IND,W_C,IND,37,0.5314380606,100.0
No revision,W_IND,W_C,IND,38,0.5314380606,100.0
No revision,W_IND,W_C,IND,39,0.34734514364999997,100.0
No revision,W_IND,W_C,IND,40,0.34734514364999997,100.0
No revision,W_IND,W_C,IND,41,0.25217257574999996,100.0
No revision,W_IND,W_C,IND,42,0.25217257574999996,100.0
No revision,W_IND,W_C,IND,43,0.3313672458,100.0
No revision,W_IND,W_C,IND,44,0.3313672458,100.0
No revision,W_IND,W_C,IND,45,0.367491156,100.0
No revision,W_IND,W_C,IND,46,0.367491156,100.0
No revision,W_IND,W_C,IND,47,0.357765477,100.0
No revision,W_IND,W_C,IND,48,0.357765477,100.0
No revision,W_RESI,W_C,RESI,1,0.14727433670000004,105.0
No revision,W_RESI,W_C,RESI,2,0.14727433670000004,105.0
No revision,W_RESI,W_C,RESI,3,0.15375811092500002,105.0
No revision,W_RESI,W_C,RESI,4,0.15375811092500002,105.0
No revision,W_RESI,W_C,RESI,5,0.213501474,105.0
No revision,W_RESI,W_C,RESI,6,0.213501474,105.0
No revision,W_RESI,W_C,RESI,7,0.28852802175000003,105.0
No revision,W_RESI,W_C,RESI,8,0.28852802175000003,105.0
No revision,W_RESI,W_C,RESI,9,0.20956489525000002,105.0
No revision,W_RESI,W_C,RESI,10,0.20956489525000002,105.0
No revision,W_RESI,W_C,RESI,11,0.14588495735,105.0
No revision,W_RESI,W_C,RESI,12,0.14588495735,105.0
No revision,W_RESI,W_C,RESI,13,0.15398967415,105.0
No revision,W_RESI,W_C,RESI,14,0.15398967415,105.0
No revision,W_RESI,W_C,RESI,15,0.112655605125,105.0
No revision,W_RESI,W_C,RESI,16,0.112655605125,105.0
No revision,W_RESI,W_C,RESI,17,0.076994837075,105.0
No revision,W_RESI,W_C,RESI,18,0.076994837075,105.0
No revision,W_RESI,W_C,RESI,19,0.07074262607500001,105.0
No revision,W_RESI,W_C,RESI,20,0.07074262607500001,105.0
No revision,W_RESI,W_C,RESI,21,0.0389026532,105.0
No revision,W_RESI,W_C,RESI,22,0.0389026532,105.0
No revision,W_RESI,W_C,RESI,23,0.020609142724999998,105.0
No revision,W_RESI,W_C,RESI,24,0.020609142724999998,105.0
No revision,W_RESI,W_C,RESI,25,0.023156342125000003,105.0
No revision,W_RESI,W_C,RESI,26,0.023156342125000003,105.0
No revision,W_RESI,W_C,RESI,27,0.015862094650000002,105.0
No revision,W_RESI,W_C,RESI,28,0.015862094650000002,105.0
No revision,W_RESI,W_C,RESI,29,0.0188724205,105.0
No revision,W_RESI,W_C,RESI,30,0.0188724205,105.0
No revision,W_RESI,W_C,RESI,31,0.039018436775000005,105.0
No revision,W_RESI,W_C,RESI,32,0.039018436775000005,105.0
No revision,W_RESI,W_C,RESI,33,0.10605604732500001,105.0
No revision,W_RESI,W_C,RESI,34,0.10605604732500001,105.0
No revision,W_RESI,W_C,RESI,35,0.12955973625,105.0
No revision,W_RESI,W_C,RESI,36,0.12955973625,105.0
No revision,W_RESI,W_C,RESI,37,0.08857301010000002,105.0
No revision,W_RESI,W_C,RESI,38,0.08857301010000002,105.0
No revision,W_RESI,W_C,RESI,39,0.057890857275,105.0
No revision,W_RESI,W_C,RESI,40,0.057890857275,105.0
No revision,W_RESI,W_C,RESI,41,0.042028762625,105.0
No revision,W_RESI,W_C,RESI,42,0.042028762625,105.0
No revision,W_RESI,W_C,RESI,43,0.05522787430000001,105.0
No revision,W_RESI,W_C,RESI,44,0.05522787430000001,105.0
No revision,W_RESI,W_C,RESI,45,0.061248526000000005,105.0
No revision,W_RESI,W_C,RESI,46,0.061248526000000005,105.0
No revision,W_RESI,W_C,RESI,47,0.05962757950000001,105.0
No revision,W_RESI,W_C,RESI,48,0.05962757950000001,105.0
Double revision,PV_COM,PV_C,COM,1,0.0,85.0
Double revision,PV_COM,PV_C,COM,2,0.0,85.0
Double revision,PV_COM,PV_C,COM,3,0.0,85.0
Double revision,PV_COM,PV_C,COM,4,0.0,85.0
Double revision,PV_COM,PV_C,COM,5,0.0,85.0
Double revision,PV_COM,PV_C,COM,6,0.0,85.0
Double revision,PV_COM,PV_C,COM,7,0.0,85.0
Double revision,PV_COM,PV_C,COM,8,0.0,85.0
Double revision,PV_COM,PV_C,COM,9,0.0,85.0
Double revision,PV_COM,PV_C,COM,10,0.0,85.0
Double revision,PV_COM,PV_C,COM,11,0.0,85.0
Double revision,PV_COM,PV_C,COM,12,0.0,85.0
Double revision,PV_COM,PV_C,COM,13,3.594e-05,85.0
Double revision,PV_COM,PV_C,COM,14,3.594e-05,85.0
Double revision,PV_COM,PV_C,COM,15,2.7334115999999997,85.0
Double revision,PV_COM,PV_C,COM,16,2.7334115999999997,85.0
Double revision,PV_COM,PV_C,COM,17,13.25750808,85.0
Double revision,PV_COM,PV_C,COM,18,13.25750808,85.0
Double revision,PV_COM,PV_C,COM,19,24.790708799999997,85.0
Double revision,PV_COM,PV_C,COM,20,24.790708799999997,85.0
Double revision,PV_COM,PV_C,COM,21,30.83372664,85.0
Double revision,PV_COM,PV_C,COM,22,30.83372664,85.0
Double revision,PV_COM,PV_C,COM,23,33.20405622,85.0
Double revision,PV_COM,PV_C,COM,24,33.20405622,85.0
Double revision,PV_COM,PV_C,COM,25,32.802520439999995,85.0
Double revision,PV_COM,PV_C,COM,26,32.802520439999995,85.0
Double revision,PV_COM,PV_C,COM,27,29.991842039999998,85.0
Double revision,PV_COM,PV_C,COM,28,29.991842039999998,85.0
Double revision,PV_COM,PV_C,COM,29,23.70322362,85.0
Double revision,PV_COM,PV_C,COM,30,23.70322362,85.0
Double revision,PV_COM,PV_C,COM,31,13.5228027,85.0
Double revision,PV_COM,PV_C,COM,32,13.5228027,85.0
Double revision,PV_COM,PV_C,COM,33,3.6086107800000002,85.0
Double revision,PV_COM,PV_C,COM,34,3.6086107800000002,85.0
Double revision,PV_COM,PV_C,COM,35,0.0,85.0
Double revision,PV_COM,PV_C,COM,36,0.0,85.0
Double revision,PV_COM,PV_C,COM,37,0.0,85.0
Double revision,PV_COM,PV_C,COM,38,0.0,85.0
Double revision,PV_COM,PV_C,COM,39,0.0,85.0
Double revision,PV_COM,PV_C,COM,40,0.0,85.0
Double revision,PV_COM,PV_C,COM,41,0.0,85.0
Double revision,PV_COM,PV_C,COM,42,0.0,85.0
Double revision,PV_COM,PV_C,COM,43,0.0,85.0
Double revision,PV_COM,PV_C,COM,44,0.0,85.0
Double revision,PV_COM,PV_C,COM,45,0.0,85.0
Double revision,PV_COM,PV_C,COM,46,0.0,85.0
Double revision,PV_COM,PV_C,COM,47,0.0,85.0
Double revision,PV_COM,PV_C,COM,48,0.0,85.0
Double revision,PV_RESI,PV_C,RESI,1,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,2,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,3,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,4,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,5,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,6,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,7,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,8,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,9,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,10,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,11,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,12,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,13,5.99e-06,90.0
Double revision,PV_RESI,PV_C,RESI,14,5.99e-06,90.0
Double revision,PV_RESI,PV_C,RESI,15,0.4555686,90.0
Double revision,PV_RESI,PV_C,RESI,16,0.4555686,90.0
Double revision,PV_RESI,PV_C,RESI,17,2.2095846800000003,90.0
Double revision,PV_RESI,PV_C,RESI,18,2.2095846800000003,90.0
Double revision,PV_RESI,PV_C,RESI,19,4.1317848,90.0
Double revision,PV_RESI,PV_C,RESI,20,4.1317848,90.0
Double revision,PV_RESI,PV_C,RESI,21,5.13895444,90.0
Double revision,PV_RESI,PV_C,RESI,22,5.13895444,90.0
Double revision,PV_RESI,PV_C,RESI,23,5.534009369999999,90.0
Double revision,PV_RESI,PV_C,RESI,24,5.534009369999999,90.0
Double revision,PV_RESI,PV_C,RESI,25,5.46708674,90.0
Double revision,PV_RESI,PV_C,RESI,26,5.46708674,90.0
Double revision,PV_RESI,PV_C,RESI,27,4.998640340000001,90.0
Double revision,PV_RESI,PV_C,RESI,28,4.998640340000001,90.0
Double revision,PV_RESI,PV_C,RESI,29,3.9505372700000003,90.0
Double revision,PV_RESI,PV_C,RESI,30,3.9505372700000003,90.0
Double revision,PV_RESI,PV_C,RESI,31,2.25380045,90.0
Double revision,PV_RESI,PV_C,RESI,32,2.25380045,90.0
Double revision,PV_RESI,PV_C,RESI,33,0.60143513,90.0
Double revision,PV_RESI,PV_C,RESI,34,0.60143513,90.0
Double revision,PV_RESI,PV_C,RESI,35,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,36,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,37,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,38,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,39,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,40,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,41,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,42,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,43,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,44,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,45,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,46,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,47,0.0,90.0
Double revision,PV_RESI,PV_C,RESI,48,0.0,90.0
Double revision,W_IND,W_C,IND,1,0.8836460202,100.0
Double revision,W_IND,W_C,IND,2,0.8836460202,100.0
Double revision,W_IND,W_C,IND,3,0.9225486655499999,100.0
Double revision,W_IND,W_C,IND,4,0.9225486655499999,100.0
Double revision,W_IND,W_C,IND,5,1.2810088439999998,100.0
Double revision,W_IND,W_C,IND,6,1.2810088439999998,100.0
Double revision,W_IND,W_C,IND,7,1.7311681305,100.0
Double revision,W_IND,W_C,IND,8,1.7311681305,100.0
Double revision,W_IND,W_C,IND,9,1.2573893715,100.0
Double revision,W_IND,W_C,IND,10,1.2573893715,100.0
Double revision,W_IND,W_C,IND,11,0.8753097440999998,100.0
Double revision,W_IND,W_C,IND,12,0.8753097440999998,100.0
Double revision,W_IND,W_C,IND,13,0.9239380449,100.0
Double revision,W_IND,W_C,IND,14,0.9239380449,100.0
Double revision,W_IND,W_C,IND,15,0.6759336307499999,100.0
Double revision,W_IND,W_C,IND,16,0.6759336307499999,100.0
Double revision,W_IND,W_C,IND,17,0.46196902245,100.0
Double revision,W_IND,W_C,IND,18,0.46196902245,100.0
Double revision,W_IND,W_C,IND,19,0.42445575645000005,100.0
Double revision,W_IND,W_C,IND,20,0.42445575645000005,100.0
Double revision,W_IND,W_C,IND,21,0.2334159192,100.0
Double revision,W_IND,W_C,IND,22,0.2334159192,100.0
Double revision,W_IND,W_C,IND,23,0.12365485634999998,100.0
Double revision,W_IND,W_C,IND,24,0.12365485634999998,100.0
Double revision,W_IND,W_C,IND,25,0.13893805275,100.0
Double revision,W_IND,W_C,IND,26,0.13893805275,100.0
Double revision,W_IND,W_C,IND,27,0.09517256789999999,100.0
Double revision,W_IND,W_C,IND,28,0.09517256789999999,100.0
Double revision,W_IND,W_C,IND,29,0.113234523,100.0
Double revision,W_IND,W_C,IND,30,0.113234523,100.0
Double revision,W_IND,W_C,IND,31,0.23411062065,100.0
Double revision,W_IND,W_C,IND,32,0.23411062065,100.0
Double revision,W_IND,W_C,IND,33,0.63633628395,100.0
Double revision,W_IND,W_C,IND,34,0.63633628395,100.0
Double revision,W_IND,W_C,IND,35,0.7773584174999999,100.0
Double revision,W_IND,W_C,IND,36,0.7773584174999999,100.0
Double revision,W_IND,W_C,IND,37,0.5314380606,100.0
Double revision,W_IND,W_C,IND,38,0.5314380606,100.0
Double revision,W_IND,W_C,IND,39,0.34734514364999997,100.0
Double revision,W_IND,W_C,IND,40,0.34734514364999997,100.0
Double revision,W_IND,W_C,IND,41,0.25217257574999996,100.0
Double revision,W_IND,W_C,IND,42,0.25217257574999996,100.0
Double revision,W_IND,W_C,IND,43,0.3313672458,100.0
Double revision,W_IND,W_C,IND,44,0.3313672458,100.0
Double revision,W_IND,W_C,IND,45,0.367491156,100.0
Double revision,W_IND,W_C,IND,46,0.367491156,100.0
Double revision,W_IND,W_C,IND,47,0.357765477,100.0
Double revision,W_IND,W_C,IND,48,0.357765477,100.0
Double revision,W_RESI,W_C,RESI,1,0.14727433670000004,105.0
Double revision,W_RESI,W_C,RESI,2,0.14727433670000004,105.0
Double revision,W_RESI,W_C,RESI,3,0.15375811092500002,105.0
Double revision,W_RESI,W_C,RESI,4,0.15375811092500002,105.0
Double revision,W_RESI,W_C,RESI,5,0.213501474,105.0
Double revision,W_RESI,W_C,RESI,6,0.213501474,105.0
Double revision,W_RESI,W_C,RESI,7,0.28852802175000003,105.0
Double revision,W_RESI,W_C,RESI,8,0.28852802175000003,105.0
Double revision,W_RESI,W_C,RESI,9,0.20956489525000002,105.0
Double revision,W_RESI,W_C,RESI,10,0.20956489525000002,105.0
Double revision,W_RESI,W_C,RESI,11,0.14588495735,105.0
Double revision,W_RESI,W_C,RESI,12,0.14588495735,105.0
Double revision,W_RESI,W_C,RESI,13,0.15398967415,105.0
Double revision,W_RESI,W_C,RESI,14,0.15398967415,105.0
Double revision,W_RESI,W_C,RESI,15,0.112655605125,105.0
Double revision,W_RESI,W_C,RESI,16,0.112655605125,105.0
Double revision,W_RESI,W_C,RESI,17,0.076994837075,105.0
Double revision,W_RESI,W_C,RESI,18,0.076994837075,105.0
Double revision,W_RESI,W_C,RESI,19,0.07074262607500001,105.0
Double revision,W_RESI,W_C,RESI,20,0.07074262607500001,105.0
Double revision,W_RESI,W_C,RESI,21,0.0389026532,105.0
Double revision,W_RESI,W_C,RESI,22,0.0389026532,105.0
Double revision,W_RESI,W_C,RESI,23,0.020609142724999998,105.0
Double revision,W_RESI,W_C,RESI,24,0.020609142724999998,105.0
Double revision,W_RESI,W_C,RESI,25,0.023156342125000003,105.0
Double revision,W_RESI,W_C,RESI,26,0.023156342125000003,105.0
Double revision,W_RESI,W_C,RESI,27,0.015862094650000002,105.0
Double revision,W_RESI,W_C,RESI,28,0.015862094650000002,105.0
Double revision,W_RESI,W_C,RESI,29,0.0188724205,105.0
Double revision,W_RESI,W_C,RESI,30,0.0188724205,105.0
Double revision,W_RESI,W_C,RESI,31,0.039018436775000005,105.0
Double revision,W_RESI,W_C,RESI,32,0.039018436775000005,105.0
Double revision,W_RESI,W_C,RESI,33,0.10605604732500001,105.0
Double revision,W_RESI,W_C,RESI,34,0.10605604732500001,105.0
Double revision,W_RESI,W_C,RESI,35,0.12955973625,105.0
Double revision,W_RESI,W_C,RESI,36,0.12955973625,105.0
Double revision,W_RESI,W_C,RESI,37,0.08857301010000002,105.0
Double revision,W_RESI,W_C,RESI,38,0.08857301010000002,105.0
Double revision,W_RESI,W_C,RESI,39,0.057890857275,105.0
Double revision,W_RESI,W_C,RESI,40,0.057890857275,105.0
Double revision,W_RESI,W_C,RESI,41,0.042028762625,105.0
Double revision,W_RESI,W_C,RESI,42,0.042028762625,105.0
Double revision,W_RESI,W_C,RESI,43,0.05522787430000001,105.0
Double revision,W_RESI,W_C,RESI,44,0.05522787430000001,105.0
Double revision,W_RESI,W_C,RESI,45,0.061248526000000005,105.0
Double revision,W_RESI,W_C,RESI,46,0.061248526000000005,105.0
Double revision,W_RESI,W_C,RESI,47,0.05962757950000001,105.0
Double revision,W_RESI,W_C,RESI,48,0.05962757950000001,105.0
Reverse revision,PV_COM,PV_C,COM,1,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,2,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,3,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,4,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,5,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,6,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,7,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,8,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,9,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,10,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,11,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,12,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,13,3.594e-05,85.0
Reverse revision,PV_COM,PV_C,COM,14,3.594e-05,85.0
Reverse revision,PV_COM,PV_C,COM,15,2.7334115999999997,85.0
Reverse revision,PV_COM,PV_C,COM,16,2.7334115999999997,85.0
Reverse revision,PV_COM,PV_C,COM,17,13.25750808,85.0
Reverse revision,PV_COM,PV_C,COM,18,13.25750808,85.0
Reverse revision,PV_COM,PV_C,COM,19,24.790708799999997,85.0
Reverse revision,PV_COM,PV_C,COM,20,24.790708799999997,85.0
Reverse revision,PV_COM,PV_C,COM,21,30.83372664,85.0
Reverse revision,PV_COM,PV_C,COM,22,30.83372664,85.0
Reverse revision,PV_COM,PV_C,COM,23,33.20405622,85.0
Reverse revision,PV_COM,PV_C,COM,24,33.20405622,85.0
Reverse revision,PV_COM,PV_C,COM,25,32.802520439999995,85.0
Reverse revision,PV_COM,PV_C,COM,26,32.802520439999995,85.0
Reverse revision,PV_COM,PV_C,COM,27,29.991842039999998,85.0
Reverse revision,PV_COM,PV_C,COM,28,29.991842039999998,85.0
Reverse revision,PV_COM,PV_C,COM,29,23.70322362,85.0
Reverse revision,PV_COM,PV_C,COM,30,23.70322362,85.0
Reverse revision,PV_COM,PV_C,COM,31,13.5228027,85.0
Reverse revision,PV_COM,PV_C,COM,32,13.5228027,85.0
Reverse revision,PV_COM,PV_C,COM,33,3.6086107800000002,85.0
Reverse revision,PV_COM,PV_C,COM,34,3.6086107800000002,85.0
Reverse revision,PV_COM,PV_C,COM,35,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,36,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,37,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,38,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,39,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,40,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,41,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,42,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,43,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,44,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,45,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,46,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,47,0.0,85.0
Reverse revision,PV_COM,PV_C,COM,48,0.0,85.0
Reverse revision,PV_RESI,PV_C,RESI,1,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,2,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,3,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,4,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,5,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,6,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,7,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,8,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,9,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,10,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,11,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,12,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,13,5.99e-06,90.0
Reverse revision,PV_RESI,PV_C,RESI,14,5.99e-06,90.0
Reverse revision,PV_RESI,PV_C,RESI,15,0.4555686,90.0
Reverse revision,PV_RESI,PV_C,RESI,16,0.4555686,90.0
Reverse revision,PV_RESI,PV_C,RESI,17,2.2095846800000003,90.0
Reverse revision,PV_RESI,PV_C,RESI,18,2.2095846800000003,90.0
Reverse revision,PV_RESI,PV_C,RESI,19,4.1317848,90.0
Reverse revision,PV_RESI,PV_C,RESI,20,4.1317848,90.0
Reverse revision,PV_RESI,PV_C,RESI,21,5.13895444,90.0
Reverse revision,PV_RESI,PV_C,RESI,22,5.13895444,90.0
Reverse revision,PV_RESI,PV_C,RESI,23,5.534009369999999,90.0
Reverse revision,PV_RESI,PV_C,RESI,24,5.534009369999999,90.0
Reverse revision,PV_RESI,PV_C,RESI,25,5.46708674,90.0
Reverse revision,PV_RESI,PV_C,RESI,26,5.46708674,90.0
Reverse revision,PV_RESI,PV_C,RESI,27,4.998640340000001,90.0
Reverse revision,PV_RESI,PV_C,RESI,28,4.998640340000001,90.0
Reverse revision,PV_RESI,PV_C,RESI,29,3.9505372700000003,90.0
Reverse revision,PV_RESI,PV_C,RESI,30,3.9505372700000003,90.0
Reverse revision,PV_RESI,PV_C,RESI,31,2.25380045,90.0
Reverse revision,PV_RESI,PV_C,RESI,32,2.25380045,90.0
Reverse revision,PV_RESI,PV_C,RESI,33,0.60143513,90.0
Reverse revision,PV_RESI,PV_C,RESI,34,0.60143513,90.0
Reverse revision,PV_RESI,PV_C,RESI,35,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,36,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,37,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,38,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,39,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,40,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,41,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,42,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,43,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,44,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,45,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,46,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,47,0.0,90.0
Reverse revision,PV_RESI,PV_C,RESI,48,0.0,90.0
Reverse revision,W_IND,W_C,IND,1,0.8836460202,100.0
Reverse revision,W_IND,W_C,IND,2,0.8836460202,100.0
Reverse revision,W_IND,W_C,IND,3,0.9225486655499999,100.0
Reverse revision,W_IND,W_C,IND,4,0.9225486655499999,100.0
Reverse revision,W_IND,W_C,IND,5,1.2810088439999998,100.0
Reverse revision,W_IND,W_C,IND,6,1.2810088439999998,100.0
Reverse revision,W_IND,W_C,IND,7,1.7311681305,100.0
Reverse revision,W_IND,W_C,IND,8,1.7311681305,100.0
Reverse revision,W_IND,W_C,IND,9,1.2573893715,100.0
Reverse revision,W_IND,W_C,IND,10,1.2573893715,100.0
Reverse revision,W_IND,W_C,IND,11,0.8753097440999998,100.0
Reverse revision,W_IND,W_C,IND,12,0.8753097440999998,100.0
Reverse revision,W_IND,W_C,IND,13,0.9239380449,100.0
Reverse revision,W_IND,W_C,IND,14,0.9239380449,100.0
Reverse revision,W_IND,W_C,IND,15,0.6759336307499999,100.0
Reverse revision,W_IND,W_C,IND,16,0.6759336307499999,100.0
Reverse revision,W_IND,W_C,IND,17,0.46196902245,100.0
Reverse revision,W_IND,W_C,IND,18,0.46196902245,100.0
Reverse revision,W_IND,W_C,IND,19,0.42445575645000005,100.0
Reverse revision,W_IND,W_C,IND,20,0.42445575645000005,100.0
Reverse revision,W_IND,W_C,IND,21,0.2334159192,100.0
Reverse revision,W_IND,W_C,IND,22,0.2334159192,100.0
Reverse revision,W_IND,W_C,IND,23,0.12365485634999998,100.0
Reverse revision,W_IND,W_C,IND,24,0.12365485634999998,100.0
Reverse revision,W_IND,W_C,IND,25,0.13893805275,100.0
Reverse revision,W_IND,W_C,IND,26,0.13893805275,100.0
Reverse revision,W_IND,W_C,IND,27,0.09517256789999999,100.0
Reverse revision,W_IND,W_C,IND,28,0.09517256789999999,100.0
Reverse revision,W_IND,W_C,IND,29,0.113234523,100.0
Reverse revision,W_IND,W_C,IND,30,0.113234523,100.0
Reverse revision,W_IND,W_C,IND,31,0.23411062065,100.0
Reverse revision,W_IND,W_C,IND,32,0.23411062065,100.0
Reverse revision,W_IND,W_C,IND,33,0.63633628395,100.0
Reverse revision,W_IND,W_C,IND,34,0.63633628395,100.0
Reverse revision,W_IND,W_C,IND,35,0.7773584174999999,100.0
Reverse revision,W_IND,W_C,IND,36,0.7773584174999999,100.0
Reverse revision,W_IND,W_C,IND,37,0.5314380606,100.0
Reverse revision,W_IND,W_C,IND,38,0.5314380606,100.0
Reverse revision,W_IND,W_C,IND,39,0.34734514364999997,100.0
Reverse revision,W_IND,W_C,IND,40,0.34734514364999997,100.0
Reverse revision,W_IND,W_C,IND,41,0.25217257574999996,100.0
Reverse revision,W_IND,W_C,IND,42,0.25217257574999996,100.0
Reverse revision,W_IND,W_C,IND,43,0.3313672458,100.0
Reverse revision,W_IND,W_C,IND,44,0.3313672458,100.0
Reverse revision,W_IND,W_C,IND,45,0.367491156,100.0
Reverse revision,W_IND,W_C,IND,46,0.367491156,100.0
Reverse revision,W_IND,W_C,IND,47,0.357765477,100.0
Reverse revision,W_IND,W_C,IND,48,0.357765477,100.0
Reverse revision,W_RESI,W_C,RESI,1,0.14727433670000004,105.0
Reverse revision,W_RESI,W_C,RESI,2,0.14727433670000004,105.0
Reverse revision,W_RESI,W_C,RESI,3,0.15375811092500002,105.0
Reverse revision,W_RESI,W_C,RESI,4,0.15375811092500002,105.0
Reverse revision,W_RESI,W_C,RESI,5,0.213501474,105.0
Reverse revision,W_RESI,W_C,RESI,6,0.213501474,105.0
Reverse revision,W_RESI,W_C,RESI,7,0.28852802175000003,105.0
Reverse revision,W_RESI,W_C,RESI,8,0.28852802175000003,105.0
Reverse revision,W_RESI,W_C,RESI,9,0.20956489525000002,105.0
Reverse revision,W_RESI,W_C,RESI,10,0.20956489525000002,105.0
Reverse revision,W_RESI,W_C,RESI,11,0.14588495735,105.0
Reverse revision,W_RESI,W_C,RESI,12,0.14588495735,105.0
Reverse revision,W_RESI,W_C,RESI,13,0.15398967415,105.0
Reverse revision,W_RESI,W_C,RESI,14,0.15398967415,105.0
Reverse revision,W_RESI,W_C,RESI,15,0.112655605125,105.0
Reverse revision,W_RESI,W_C,RESI,16,0.112655605125,105.0
Reverse revision,W_RESI,W_C,RESI,17,0.076994837075,105.0
Reverse revision,W_RESI,W_C,RESI,18,0.076994837075,105.0
Reverse revision,W_RESI,W_C,RESI,19,0.07074262607500001,105.0
Reverse revision,W_RESI,W_C,RESI,20,0.07074262607500001,105.0
Reverse revision,W_RESI,W_C,RESI,21,0.0389026532,105.0
Reverse revision,W_RESI,W_C,RESI,22,0.0389026532,105.0
Reverse revision,W_RESI,W_C,RESI,23,0.020609142724999998,105.0
Reverse revision,W_RESI,W_C,RESI,24,0.020609142724999998,105.0
Reverse revision,W_RESI,W_C,RESI,25,0.023156342125000003,105.0
Reverse revision,W_RESI,W_C,RESI,26,0.023156342125000003,105.0
Reverse revision,W_RESI,W_C,RESI,27,0.015862094650000002,105.0
Reverse revision,W_RESI,W_C,RESI,28,0.015862094650000002,105.0
